"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
776,"NGL",0.63,0.75,5.72%,2.63%,32.21%,-12.82%,315.46%,57.93,16.39,1.80%,1.42%,0.37%,531302
777,"NGVC",1.32,1.29,-0.24%,3.08%,11.30%,-30.27%,36.60%,52.29,32.06,-0.37%,0.44%,-0.81%,82054
778,"NHP",,0.78,-1.61%,2.80%,5.73%,-9.45%,35.91%,49.39,15.29,-0.46%,0.00%,-0.46%,314804
779,"NI",0.55,0.92,-3.75%,-4.85%,-1.74%,-9.71%,15.55%,36.32,44.43,-1.42%,-0.72%,-0.71%,4497879
780,"NICE",0.73,4.66,0.87%,5.36%,-8.65%,-38.09%,18.88%,53.36,98.79,-0.09%,0.61%,-0.70%,389368
781,"NINE",,0.91,-1.68%,0.51%,8.28%,-14.21%,55.05%,48.15,11.35,-7.27%,-6.89%,-0.41%,98970
782,"NJR",0.52,1.28,-1.21%,1.81%,10.83%,-4.88%,33.20%,48.32,57.89,-1.18%,-0.48%,-0.70%,823883
783,"NL",0.21,0.23,-2.84%,-6.43%,-3.54%,-33.26%,13.89%,43.68,5.74,-3.20%,-3.69%,0.51%,17567
784,"NMFC",0.61,0.18,-1.47%,-6.62%,-17.85%,-35.67%,2.38%,41.08,6.89,-0.29%,-0.43%,0.14%,616564
785,"NNBR",2.58,0.31,-2.73%,5.69%,64.78%,-25.45%,200.91%,50.55,3.31,-0.90%,-1.19%,0.30%,782373
786,"NNI",0.78,2.83,1.58%,3.13%,2.98%,-5.89%,16.51%,56.94,135.87,0.13%,0.55%,-0.41%,80060
787,"NNN",0.77,0.89,-1.35%,1.98%,9.28%,-4.96%,22.16%,47.47,47.52,-1.29%,0.19%,-1.47%,1690605
788,"NOG",0.71,0.86,4.13%,3.06%,-10.17%,-32.15%,23.11%,54.40,21.15,1.49%,1.68%,-0.19%,1615743
789,"NOVT",1.69,6.88,-2.77%,-7.53%,7.22%,-17.05%,45.06%,43.59,142.55,2.62%,0.51%,2.10%,363696
790,"NPO",1.55,14.48,-3.60%,-5.89%,16.55%,-19.59%,55.41%,42.89,313.92,0.31%,-2.71%,3.10%,184170
791,"NRDS",1.23,0.35,-3.28%,1.94%,-18.66%,-44.58%,22.78%,46.81,9.00,0.00%,0.00%,0.00%,456935
792,"NRDY",1.74,0.05,-4.20%,-4.24%,-13.81%,-46.48%,10.49%,43.06,0.83,-1.63%,-0.22%,-1.42%,137791
793,"NREF",1.16,0.43,2.22%,6.77%,15.84%,-2.75%,37.22%,61.80,16.96,0.41%,-0.24%,0.65%,43031
794,"NRG",1.22,6.25,-1.17%,-0.98%,-12.29%,-29.31%,11.81%,48.49,134.29,0.24%,-1.68%,1.95%,2695841
795,"NRP",0.15,2.33,-0.10%,-2.82%,-10.43%,-23.67%,2.67%,44.42,98.06,-0.59%,-0.33%,-0.26%,99393
796,"NSIT",1.07,4.89,8.60%,13.53%,41.17%,-9.48%,102.66%,69.96,128.93,0.91%,0.67%,0.23%,395476
797,"NSLR",1.44,0.54,-5.54%,-17.50%,-5.85%,-32.24%,25.15%,38.58,10.15,-0.39%,-0.59%,0.20%,157403
798,"NTCT",0.69,1.35,-1.89%,-1.49%,24.93%,-10.18%,99.46%,48.85,40.67,1.57%,0.20%,1.37%,462691
799,"NTGR",1.20,1.10,3.56%,0.78%,-1.55%,-34.46%,27.16%,53.21,24.16,5.32%,3.96%,1.31%,451742
800,"NTR",0.62,1.69,2.22%,3.67%,3.14%,-19.08%,30.25%,56.42,69.07,-2.33%,-2.04%,-0.30%,2089701
801,"NTRA",1.51,11.49,-0.42%,9.41%,21.40%,-7.04%,103.14%,55.94,267.76,-0.70%,-2.63%,1.98%,1331433
802,"NUTX",0.25,9.65,-10.92%,-2.93%,10.90%,-27.73%,90.95%,42.19,147.43,-0.86%,-0.86%,0.00%,157449
803,"NUVB",1.51,0.39,2.77%,13.84%,11.04%,-35.08%,190.37%,55.70,6.33,-5.52%,-5.24%,-0.30%,4891253
804,"NVAX",2.47,0.40,-11.39%,-18.53%,-13.58%,-38.85%,18.06%,29.92,7.32,-1.61%,-1.61%,0.00%,3405996
805,"NVGS",0.45,0.67,5.64%,3.87%,14.65%,-8.25%,58.74%,62.12,22.35,1.04%,0.90%,0.14%,272572
806,"NVMI",1.79,31.92,-11.36%,-20.37%,-9.32%,-36.55%,67.95%,36.47,390.87,-0.81%,-2.99%,2.24%,388269
807,"NVO",0.76,1.54,-5.07%,0.52%,0.29%,-26.62%,34.05%,43.23,47.08,-8.78%,-0.68%,-8.16%,26798051
808,"NVST",0.85,0.86,2.22%,7.20%,12.24%,-10.22%,45.50%,56.66,27.31,-1.69%,-1.34%,-0.36%,3160616
809,"NWN",0.42,1.22,-3.37%,-2.00%,-1.13%,-12.63%,24.51%,40.31,48.92,-2.22%,-0.02%,-2.20%,270328
810,"NWS",0.87,0.94,0.13%,3.23%,6.42%,-12.11%,22.68%,52.48,31.27,-1.67%,-0.89%,-0.79%,885211
811,"NWSA",0.88,0.80,-0.10%,3.43%,6.92%,-12.81%,24.14%,52.42,27.56,-1.89%,-0.68%,-1.21%,4084181
812,"NXDR",1.35,0.11,-5.03%,0.18%,16.85%,-40.32%,66.92%,45.51,2.22,-1.33%,-0.45%,-0.89%,1526573
813,"NXRT",1.19,0.73,-3.04%,-6.21%,-9.17%,-25.12%,9.75%,40.84,26.11,-1.66%,-1.21%,-0.45%,312471
814,"NXST",0.89,6.89,3.94%,6.27%,-4.78%,-25.08%,23.34%,59.30,190.53,-0.99%,-0.39%,-0.60%,301897
815,"NYT",0.94,2.26,0.79%,1.38%,3.32%,-14.02%,46.76%,51.99,74.89,-1.24%,0.28%,-1.52%,1806008
816,"NYXH",1.63,0.09,-9.82%,-24.30%,-61.78%,-83.70%,11.11%,31.72,1.40,-0.71%,0.36%,-1.06%,332694
817,"O",0.71,1.17,-0.99%,1.80%,4.11%,-5.98%,14.34%,48.51,63.87,-0.87%,-0.06%,-0.81%,5733491
818,"OABI",0.46,0.14,-6.43%,-14.29%,5.17%,-29.03%,52.31%,38.34,1.98,-0.50%,-0.50%,0.00%,275282
819,"OBDC",0.68,0.24,-1.23%,-2.02%,-8.52%,-25.91%,2.19%,44.84,10.75,-0.37%,-1.38%,1.02%,6526249
820,"OC",1.32,5.14,-1.79%,4.51%,14.60%,-13.14%,42.42%,49.96,138.90,0.06%,-0.43%,0.49%,547981
821,"OCGN",2.22,0.08,-8.92%,-8.67%,-19.37%,-54.86%,32.12%,39.91,1.23,-2.38%,-4.65%,2.38%,4149005
822,"OCSL",0.55,0.26,-2.93%,-2.27%,-6.17%,-18.60%,9.58%,42.18,11.61,-0.85%,-0.77%,-0.09%,391813
823,"OEC",1.00,0.44,4.04%,-2.12%,9.56%,-39.76%,55.35%,49.73,6.75,-0.15%,1.35%,-1.48%,337806
824,"OESX",0.78,0.72,-3.21%,-0.13%,-14.76%,-45.82%,80.36%,47.78,10.10,1.71%,1.00%,0.70%,21556
825,"OFIX",0.67,0.56,1.82%,13.03%,-8.83%,-30.55%,33.33%,57.23,11.80,0.08%,1.11%,-1.02%,261311
826,"OFRM",,1.15,-11.50%,-13.13%,-15.12%,-43.81%,8.36%,37.48,15.17,-3.99%,-2.57%,-1.46%,230930
827,"OGC",0.60,1.14,0.56%,-6.57%,-18.34%,-44.31%,83.36%,46.78,24.13,-3.09%,-0.33%,-2.77%,597870
828,"OGS",0.65,1.66,-1.83%,-1.10%,-5.14%,-14.46%,8.28%,43.75,77.65,-0.56%,-1.33%,0.78%,580417
829,"OKE",0.71,2.33,-0.32%,1.66%,10.96%,-5.47%,41.85%,51.47,90.81,1.95%,1.69%,0.26%,5142062
830,"OKLO",1.20,3.64,-11.57%,-27.44%,-48.70%,-79.97%,6.06%,36.66,38.83,-5.50%,-7.64%,2.31%,8814180
831,"OM",1.94,0.35,3.11%,0.97%,-12.13%,-73.43%,52.33%,52.41,4.57,-3.79%,-4.59%,0.84%,72906
832,"OMDA",1.75,1.06,-10.69%,-0.06%,16.33%,-26.29%,93.00%,38.72,19.84,0.76%,0.46%,0.30%,1526050
833,"ON",2.03,6.22,-8.83%,-22.38%,8.79%,-39.51%,83.15%,39.01,81.61,-2.54%,-5.70%,3.34%,7390414
834,"ONC",0.48,9.06,0.38%,7.30%,0.63%,-17.97%,24.44%,55.56,316.01,-1.88%,-1.16%,-0.73%,249957
835,"ONIT",1.46,1.92,-6.39%,-2.51%,-11.21%,-32.24%,10.36%,40.12,36.66,-2.00%,-2.42%,0.43%,67320
836,"ONL",1.60,0.08,-1.42%,-5.65%,6.02%,-13.44%,39.68%,43.78,2.64,1.15%,-1.12%,2.30%,411032
837,"ONT",1.66,1.14,2.31%,13.07%,-6.90%,-34.41%,48.55%,57.52,20.99,3.81%,5.11%,-1.24%,371511
838,"ONTO",1.61,25.87,-8.82%,-11.72%,16.94%,-33.09%,189.24%,43.90,258.58,3.22%,-0.93%,4.18%,1514224
839,"OPAD",2.48,0.45,-18.84%,-28.57%,-65.04%,-93.91%,6.61%,35.15,3.87,-6.75%,-8.89%,2.35%,45686
840,"OPEN",3.61,0.32,-13.95%,-16.68%,-32.42%,-65.32%,121.76%,36.95,3.77,-1.31%,-2.84%,1.57%,28887625
841,"OPI",,1.59,5.22%,6.62%,6.62%,-32.41%,24.11%,56.46,18.79,2.23%,1.29%,0.92%,54381
842,"OPLN",1.27,1.17,-0.73%,2.31%,26.35%,-7.32%,64.98%,50.72,39.76,-1.85%,-1.73%,-0.12%,657648
843,"OPRT",1.23,0.30,-3.44%,1.16%,4.88%,-24.42%,37.47%,47.41,5.54,-1.60%,-1.60%,0.00%,358439
844,"OPTU",1.23,0.12,-19.44%,-27.54%,-49.49%,-72.68%,30.69%,35.73,0.76,3.00%,2.86%,0.14%,2300534
845,"OR",0.75,1.21,1.59%,-7.76%,-18.80%,-38.08%,8.06%,45.85,29.76,-3.03%,-0.80%,-2.25%,1305915
846,"ORA",0.90,3.76,-6.75%,-18.99%,-15.67%,-33.34%,15.99%,33.11,97.58,0.90%,-0.61%,1.52%,700355
847,"ORGO",1.33,0.14,-4.67%,-3.96%,-31.33%,-66.51%,16.18%,44.06,2.37,-3.27%,-4.44%,1.22%,1058063
848,"ORLA",0.28,0.50,0.81%,-8.97%,-30.71%,-57.05%,12.05%,47.02,9.44,0.00%,0.00%,0.00%,0
849,"OSCR",2.35,1.73,3.02%,11.69%,64.95%,-5.68%,192.05%,57.67,31.22,-0.03%,0.42%,-0.45%,3448466
850,"OSG",0.85,0.24,-8.87%,-7.19%,-15.19%,-47.98%,39.18%,38.05,5.40,-2.70%,-2.53%,-0.18%,384624
851,"OSPN",1.52,0.54,1.43%,6.55%,22.02%,-5.84%,53.72%,58.70,15.48,0.45%,0.45%,0.00%,318325
852,"OSS",1.49,1.34,-6.37%,-21.76%,19.09%,-41.43%,193.29%,42.15,12.23,1.92%,-2.70%,4.75%,1245045
853,"OSUR",1.00,0.18,-0.70%,-1.45%,29.94%,-11.57%,94.71%,49.89,4.05,2.02%,1.76%,0.25%,434976
854,"OTEX",1.03,0.97,8.50%,10.82%,-6.82%,-36.49%,28.14%,63.19,25.34,-0.08%,0.96%,-1.03%,1258291
855,"OTF",-0.66,0.27,-1.81%,-5.58%,-18.69%,-36.17%,1.64%,40.25,9.94,0.71%,0.40%,0.30%,2664288
856,"OTTR",0.44,2.06,-2.65%,-0.84%,2.60%,-6.93%,19.24%,43.02,88.42,-1.10%,-0.87%,-0.22%,200284
857,"OUST",3.27,4.74,-0.12%,-7.00%,36.28%,-38.85%,137.87%,49.78,39.01,9.79%,2.96%,6.64%,4015401
858,"OUT",1.49,0.86,-2.49%,-1.11%,17.92%,-8.84%,91.53%,43.47,31.87,-0.19%,-0.44%,0.25%,1191066
859,"OXY",0.15,1.64,4.43%,4.21%,13.60%,-15.39%,47.09%,58.87,57.07,2.00%,1.91%,0.09%,6836530
860,"PAA",0.46,0.46,2.96%,6.68%,20.46%,-1.84%,56.65%,63.71,24.57,-1.01%,0.99%,-1.97%,3223471
861,"PACB",2.31,0.10,-4.34%,-3.58%,-18.04%,-48.72%,28.44%,45.94,1.40,-5.41%,-4.76%,-0.68%,3139195
862,"PACS",-0.10,1.96,1.66%,12.69%,36.33%,-4.15%,513.47%,59.61,46.01,-2.09%,-2.83%,0.77%,798889
863,"PAGP",0.43,0.42,4.22%,7.46%,24.52%,-0.09%,70.09%,70.07,26.33,0.62%,0.57%,0.05%,1931952
864,"PAM",0.96,3.06,4.22%,5.20%,5.88%,-6.54%,60.73%,60.00,88.32,-0.42%,-1.81%,1.42%,152319
865,"PAR",1.33,1.01,1.55%,6.83%,-27.41%,-72.90%,46.25%,54.29,16.95,0.59%,2.11%,-1.48%,1857216
866,"PARR",0.75,3.59,15.08%,36.09%,67.70%,-0.51%,220.65%,80.44,86.03,0.14%,0.26%,-0.12%,857723
867,"PAY",1.26,1.59,12.90%,33.63%,22.08%,-13.41%,69.57%,69.22,34.10,-2.21%,0.06%,-2.27%,1570805
868,"PAYC",0.74,7.74,10.83%,17.81%,13.06%,-34.14%,56.30%,65.30,163.96,1.51%,2.30%,-0.77%,867167
869,"PAYO",0.96,0.06,0.73%,9.61%,26.55%,-6.46%,75.73%,73.46,7.17,0.14%,-0.14%,0.28%,6668241
870,"PAYS",0.73,0.45,1.77%,13.67%,56.74%,-5.58%,190.91%,57.86,8.96,-2.18%,-2.18%,0.00%,270557
871,"PBH",0.34,1.81,1.31%,4.04%,-13.30%,-33.60%,17.83%,53.10,50.22,0.54%,1.54%,-0.98%,392975
872,"PBYI",1.21,0.37,-2.24%,3.31%,20.24%,-9.37%,161.72%,49.19,7.93,0.51%,1.02%,-0.51%,264878
873,"PCRX",0.26,0.90,2.25%,8.09%,12.46%,-4.45%,40.48%,60.15,26.41,-2.08%,-1.68%,-0.41%,540070
874,"PCT",2.58,0.48,-2.79%,-27.20%,-27.82%,-58.88%,29.21%,41.13,6.37,0.31%,-1.24%,1.57%,2993628
875,"PCTY",0.46,6.29,9.77%,19.12%,10.46%,-30.28%,48.29%,65.38,137.90,0.87%,2.14%,-1.25%,526149
876,"PDFS",1.69,4.23,-9.77%,-16.45%,18.93%,-35.70%,154.36%,41.18,46.09,-0.13%,-4.52%,4.59%,693484
877,"PDYN",3.65,0.40,0.38%,-15.28%,-18.59%,-51.25%,26.33%,45.89,5.23,0.97%,-1.13%,2.12%,543960
878,"PEG",0.53,1.50,-3.46%,-3.72%,-5.28%,-15.97%,0.83%,35.68,76.68,-1.12%,-0.90%,-0.22%,3667857
879,"PENN",1.43,0.75,-1.15%,0.63%,26.09%,-8.18%,76.22%,48.38,20.53,0.07%,-0.34%,0.41%,2677705
880,"PFE",0.29,0.51,1.45%,-0.30%,-3.18%,-12.99%,8.22%,52.28,25.01,0.40%,0.77%,-0.36%,45080202
881,"PGEN",1.02,0.33,15.83%,26.90%,46.51%,3.81%,285.85%,69.81,6.27,5.56%,5.56%,0.00%,5624066
882,"PGNY",1.01,0.99,-0.90%,9.48%,33.36%,-5.85%,93.35%,57.06,31.13,-1.14%,-0.86%,-0.29%,974612
883,"PGR",0.26,6.30,-3.08%,0.36%,0.25%,-17.07%,11.74%,46.88,211.42,-0.87%,0.44%,-1.30%,2359296
884,"PH",1.12,24.53,1.29%,5.04%,7.67%,-5.65%,41.11%,55.81,976.53,1.43%,0.57%,0.86%,477214
885,"PINS",0.88,0.92,4.27%,11.16%,4.84%,-39.87%,73.48%,61.89,24.01,-1.72%,-0.12%,-1.60%,9810491
886,"PK",1.35,0.43,2.74%,7.08%,28.65%,-2.71%,53.05%,60.35,15.06,0.00%,-0.33%,0.33%,2946200
887,"PKOH",1.18,1.62,5.81%,11.71%,48.60%,0.21%,157.28%,63.83,39.93,1.22%,0.78%,0.43%,78012
888,"PLMR",0.39,5.51,-2.87%,7.99%,8.28%,-9.37%,32.71%,50.72,133.79,-1.84%,-1.69%,-0.15%,253141
889,"PLNT",1.03,1.86,4.67%,6.64%,-29.61%,-51.07%,50.99%,60.58,55.91,-0.13%,-0.57%,0.45%,1221239
890,"PLOW",1.23,1.92,-0.98%,-4.73%,9.43%,-19.76%,59.78%,43.61,44.13,2.99%,2.63%,0.35%,406304
891,"PLSE",1.59,2.30,17.41%,27.35%,72.53%,-4.50%,179.70%,67.79,35.13,0.26%,-0.82%,1.08%,277943
892,"PLTK",1.08,0.23,2.34%,9.32%,11.23%,-11.73%,51.14%,54.51,3.99,0.50%,1.27%,-0.76%,695349
893,"PLTR",1.58,6.51,-4.64%,-5.86%,-19.51%,-40.70%,15.69%,44.35,123.06,0.65%,0.63%,0.02%,29085068
894,"PLUS",1.00,3.40,4.27%,8.71%,10.50%,-3.37%,48.78%,62.13,92.41,1.56%,1.56%,0.00%,325668
895,"PMTS",1.05,0.94,6.84%,11.88%,33.06%,-2.39%,94.91%,62.34,21.07,2.38%,2.53%,-0.15%,20395
896,"PNTG",1.25,1.54,-0.82%,10.23%,28.47%,-5.55%,85.55%,55.51,40.32,-1.97%,-1.35%,-0.63%,217096
897,"PNW",0.43,2.11,-4.95%,-3.26%,3.68%,-9.15%,18.36%,35.39,100.99,-0.33%,-0.18%,-0.15%,1687300
898,"PODD",1.09,6.53,1.66%,6.45%,-28.77%,-53.41%,19.14%,54.94,165.35,-0.20%,0.47%,-0.67%,1314052
899,"POST",0.40,3.00,2.63%,0.80%,-8.04%,-22.06%,8.96%,51.79,91.41,-1.67%,-0.91%,-0.76%,655943
900,"POWI",1.58,4.57,-10.32%,-19.32%,11.82%,-33.42%,96.73%,37.31,60.71,-0.26%,-2.97%,2.79%,578471
901,"POWL",1.20,17.08,-8.69%,-20.95%,9.47%,-36.38%,202.43%,39.01,208.68,-0.30%,-4.50%,4.40%,692515
902,"PPL",0.59,0.72,-1.96%,-1.86%,-3.61%,-12.21%,6.17%,41.99,35.21,-0.98%,-0.45%,-0.53%,7552717
903,"PPLI",1.04,1.32,-6.46%,-4.91%,5.52%,-13.97%,40.63%,35.83,41.57,0.29%,-0.48%,0.77%,994664
904,"PR",0.47,0.63,6.02%,8.78%,22.38%,-6.02%,78.78%,62.43,21.31,1.48%,0.57%,0.90%,7339460
905,"PRAA",1.11,0.80,-2.02%,3.96%,5.59%,-22.97%,69.46%,48.98,17.37,0.12%,1.16%,-1.04%,334486
906,"PRAX",2.80,18.84,-2.46%,0.12%,8.23%,-16.01%,727.72%,48.57,307.83,0.03%,-0.29%,0.32%,385169
907,"PRCT",0.90,1.20,-2.19%,-17.88%,-32.39%,-63.76%,11.73%,42.22,18.62,3.44%,3.39%,0.06%,1179280
908,"PRDO",0.70,1.47,-3.73%,-4.23%,-3.21%,-17.38%,19.34%,46.26,31.81,-2.00%,-0.56%,-1.45%,1015929
909,"PRGO",0.51,0.47,-3.04%,-4.22%,-21.40%,-63.01%,9.59%,44.89,10.11,-1.94%,-1.27%,-0.68%,2880346
910,"PRI",0.86,6.40,2.96%,10.18%,19.09%,-2.05%,39.06%,67.07,319.96,-1.04%,-0.86%,-0.18%,197991
911,"PRIM",1.44,6.08,-2.50%,-15.13%,-35.35%,-58.92%,29.86%,44.04,84.41,-1.45%,-3.26%,1.87%,864059
912,"PRKS",1.16,2.01,-2.91%,0.74%,15.41%,-21.63%,55.13%,46.49,44.63,-2.00%,-1.74%,-0.26%,1273814
913,"PRMB",0.74,0.73,-4.76%,-5.28%,11.66%,-19.42%,58.08%,40.79,22.70,-0.31%,-0.83%,0.53%,2496446
914,"PROF",0.73,0.38,3.33%,7.41%,9.13%,-17.54%,96.28%,60.71,7.38,1.79%,1.37%,0.41%,32825
915,"PRSU",1.37,1.65,-4.23%,0.86%,26.38%,-10.59%,81.01%,43.44,50.53,-1.17%,-0.98%,-0.20%,177387
916,"PRTA",-0.29,0.43,-7.95%,-10.32%,-15.75%,-31.19%,22.84%,35.14,8.12,-3.45%,-3.45%,0.00%,545528
917,"PRTH",1.57,0.32,-3.41%,-0.83%,10.78%,-24.37%,46.40%,46.86,6.50,-1.66%,-1.66%,0.00%,162921
918,"PRTS",0.67,0.42,-0.44%,-8.79%,-15.15%,-60.29%,45.01%,46.93,5.40,3.25%,2.08%,1.15%,10080
919,"PRU",0.82,2.27,3.34%,10.38%,15.44%,-2.00%,32.85%,67.43,122.08,-0.56%,-0.17%,-0.39%,2329493
920,"PRVA",0.85,0.86,-9.76%,-3.01%,0.10%,-17.87%,26.11%,34.73,23.67,-0.80%,0.34%,-1.13%,969198
921,"PSBD",0.96,0.33,-4.04%,-8.20%,-14.34%,-32.94%,2.43%,34.15,9.54,-0.63%,-1.40%,0.78%,54842
922,"PSIX",2.03,2.36,-12.43%,-23.83%,-54.82%,-77.33%,9.21%,35.00,27.61,-0.79%,-3.39%,2.69%,434543
923,"PSKY",1.48,0.37,-9.92%,-17.84%,-32.29%,-61.84%,3.98%,30.08,7.96,1.92%,2.05%,-0.13%,15142251
924,"PSTL",0.80,0.58,-3.67%,-2.69%,18.45%,-8.64%,69.54%,39.39,23.04,0.04%,-0.90%,0.96%,343516
925,"PSX",0.66,6.04,5.44%,13.96%,32.20%,-2.04%,79.28%,69.77,211.68,0.51%,-0.85%,1.38%,2913540
926,"PTLO",1.56,0.23,-0.68%,3.90%,-9.61%,-54.77%,21.06%,50.17,4.57,-1.08%,-1.08%,0.00%,712661
927,"PTON",2.51,0.25,3.34%,7.62%,11.41%,-30.54%,75.07%,57.17,6.39,0.16%,0.16%,0.00%,6434577
928,"PTRN",,1.41,-12.57%,0.08%,44.46%,-22.75%,158.07%,42.98,23.02,-3.88%,-4.64%,0.79%,1003446
929,"PUBM",1.53,0.52,-3.92%,3.08%,33.69%,-10.26%,104.88%,48.22,12.60,-1.10%,-0.71%,-0.39%,392338
930,"PVLA",-0.17,10.42,-3.70%,7.26%,26.98%,-13.84%,302.20%,49.55,139.04,-7.42%,-5.81%,-1.72%,185671
931,"PZZA",1.12,1.39,-7.42%,-10.11%,-19.14%,-46.36%,1.18%,34.59,29.90,-1.09%,-0.83%,-0.26%,1069089
932,"Q",,8.23,-4.36%,-11.48%,11.09%,-26.00%,86.07%,41.19,131.18,0.51%,-3.09%,3.71%,1704287
933,"QBTS",2.16,1.68,-2.17%,-19.69%,-21.88%,-61.33%,41.80%,45.45,18.08,0.56%,-1.63%,2.22%,16543288
934,"QDEL",0.68,1.08,-2.22%,10.18%,-19.60%,-52.86%,69.05%,53.24,16.77,1.21%,1.33%,-0.12%,739537
935,"QGEN",0.63,1.00,1.14%,7.08%,-3.98%,-28.39%,27.27%,57.63,41.40,-0.12%,0.63%,-0.75%,1340216
936,"QLYS",0.60,7.98,-2.76%,13.28%,21.81%,-13.77%,94.27%,55.33,144.75,2.15%,2.15%,0.00%,658749
937,"QNST",0.66,0.68,-5.29%,8.81%,14.87%,-13.98%,50.70%,49.97,15.50,0.00%,0.26%,-0.26%,419975
938,"QRHC",0.17,0.09,-1.59%,-1.87%,-16.60%,-47.30%,56.79%,47.54,1.27,-3.79%,-1.55%,-2.27%,9548
939,"QSR",0.52,1.74,-0.47%,0.09%,2.51%,-9.69%,20.69%,49.23,74.02,-0.43%,0.16%,-0.59%,1876021
940,"RAIL",1.49,0.39,-1.09%,-3.96%,-15.85%,-46.51%,9.63%,44.33,7.97,0.00%,-0.38%,0.38%,132866
941,"RAMP",1.29,0.24,0.26%,0.54%,24.94%,-0.94%,74.44%,60.01,37.87,0.21%,0.19%,0.03%,567529
942,"RAND",0.17,0.14,2.35%,-0.15%,-12.01%,-43.57%,3.80%,55.72,10.38,3.70%,4.22%,-0.50%,129
943,"RARE",0.35,1.50,-16.50%,-9.10%,-7.79%,-37.55%,36.19%,33.85,24.91,-4.34%,-4.01%,-0.35%,1537765
944,"RBA",0.56,2.94,-1.68%,0.24%,4.55%,-8.23%,17.27%,46.45,109.74,-0.25%,0.18%,-0.43%,927441
945,"RC",1.49,0.07,-8.25%,-13.90%,-29.80%,-67.97%,0.70%,31.51,1.43,-1.38%,-2.72%,1.38%,1344147
946,"RCAT",1.34,0.73,-8.18%,-25.50%,-32.26%,-59.90%,30.50%,40.65,7.53,2.03%,-1.44%,3.52%,7811887
947,"RCEL",1.85,0.35,-5.55%,0.47%,5.62%,-38.20%,36.65%,46.41,4.40,-2.00%,-0.90%,-1.11%,121121
948,"RCUS",0.80,1.57,-1.32%,5.10%,21.09%,-11.17%,218.89%,51.06,28.19,-0.21%,-0.56%,0.35%,1271587
949,"RDN",0.71,0.93,1.47%,6.43%,11.12%,-5.02%,23.78%,58.55,38.99,0.46%,0.83%,-0.36%,1075662
950,"RDW",3.08,0.94,-7.13%,-36.01%,-14.00%,-67.64%,77.00%,39.60,8.62,1.77%,-2.27%,4.13%,19007717
951,"REAL",2.69,0.63,6.98%,11.32%,-0.26%,-30.49%,141.80%,59.22,12.09,1.51%,-0.49%,2.02%,1831113
952,"REAX",0.78,0.13,-17.95%,-12.72%,-43.30%,-70.40%,3.23%,35.13,1.60,-2.44%,-1.23%,-1.22%,4851231
953,"REI",0.79,0.07,3.42%,2.18%,2.79%,-38.00%,73.40%,53.02,1.24,0.00%,0.00%,0.00%,3846205
954,"RELY",0.34,0.88,-3.52%,4.50%,30.84%,-11.57%,88.49%,48.58,22.77,-2.90%,-1.94%,-0.98%,3108897
955,"REPX",0.92,1.22,0.17%,-0.56%,10.00%,-17.48%,42.32%,50.10,34.27,2.24%,2.57%,-0.33%,178338
956,"RGA",0.46,5.13,0.50%,8.04%,14.64%,-3.33%,43.09%,58.60,236.85,-0.51%,-0.11%,-0.39%,238240
957,"RGCO",0.50,1.00,-8.99%,-8.99%,-4.12%,-21.24%,8.74%,36.20,21.40,-0.74%,-2.46%,1.76%,17134
958,"RGLD",0.44,6.74,1.10%,-3.64%,-13.46%,-35.23%,31.37%,47.91,198.35,-2.31%,-0.74%,-1.58%,854635
959,"RGTI",2.01,1.37,-2.56%,-21.95%,-31.94%,-74.29%,19.31%,44.13,14.95,0.61%,-1.61%,2.25%,16116300
960,"RHP",1.20,3.12,3.57%,7.65%,29.29%,-2.77%,59.45%,62.78,133.65,0.30%,-0.17%,0.47%,457978
961,"RIG",1.32,0.22,2.79%,-4.58%,0.08%,-30.55%,95.48%,51.29,5.32,4.72%,3.50%,1.18%,62789331
962,"RIGL",1.15,1.81,-7.75%,3.27%,5.26%,-29.54%,81.55%,44.20,36.81,-3.28%,-2.18%,-1.13%,175023
963,"RILY",1.22,0.46,1.65%,-12.70%,2.09%,-36.30%,96.70%,46.96,7.16,2.14%,2.14%,0.00%,544551
964,"RIOT",3.86,2.25,-3.97%,-17.09%,8.83%,-33.48%,90.46%,44.25,20.17,-8.82%,-12.25%,3.91%,20987880
965,"RKT",2.20,0.79,-7.78%,-7.80%,-21.94%,-47.04%,6.00%,40.55,12.90,-2.71%,-1.98%,-0.75%,21349246
966,"RL",1.37,12.14,-0.33%,-1.22%,5.49%,-9.79%,39.30%,48.51,380.34,-1.44%,-1.67%,0.23%,439613
967,"RLAY",1.69,1.16,-2.05%,10.73%,65.88%,-9.43%,522.48%,53.00,18.83,-3.19%,-4.71%,1.59%,1785640
968,"RLJ",1.10,0.33,2.90%,9.20%,42.53%,-2.51%,87.31%,62.57,12.25,-0.49%,-0.57%,0.08%,1605593
969,"RLMD",0.48,0.39,-6.47%,-15.28%,1.83%,-33.63%,865.45%,39.28,5.31,-0.75%,-1.30%,0.56%,1717951
970,"RMAX",1.83,0.54,-13.15%,-8.45%,10.87%,-23.25%,65.93%,36.90,9.06,-2.27%,-1.63%,-0.65%,381256
